SGD, 1, -9, 1, -9, 64, 2, 64, 2, 0.2. 0.2, 12.5, 12.5, 2, 1, 13.95
SGD, 1, -9, 1, -9, 64, 2, 64, 2, 0.2. 0.2, 12.5, 12.5, 2, 2, 18.93
SGD, 1, -9, 1, -9, 64, 2, 64, 2, 0.2. 0.2, 12.5, 12.5, 2, 3, 13.16
SGD, 1, -9, 1, -9, 64, 2, 64, 2, 0.2. 0.2, 12.5, 12.5, 2, 4, 12.75
SGD, 1, -9, 1, -9, 64, 2, 64, 2, 0.2. 0.2, 12.5, 12.5, 2, 5, 10.39
SGD, 1, -9, 1, -9, 64, 2, 64, 2, 0.2. 0.2, 12.5, 12.5, 2, 6, 10.58
SGD, 1, -9, 1, -9, 64, 2, 64, 2, 0.2. 0.2, 12.5, 12.5, 2, 7, 10.51
SGD, 1, -9, 1, -9, 64, 2, 64, 2, 0.2. 0.2, 12.5, 12.5, 2, 8, 10.37
SGD, 1, -9, 1, -9, 64, 2, 64, 2, 0.2. 0.2, 12.5, 12.5, 2, 9, 10.36
SGD, 1, -9, 1, -9, 64, 2, 64, 2, 0.2. 0.2, 12.5, 12.5, 2, 10, 10.34
SGD, 1, -9, 1, -9, 64, 2, 64, 2, 0.2. 0.2, 12.5, 12.5, 6, 1, 24.77
SGD, 1, -9, 1, -9, 64, 2, 64, 2, 0.2. 0.2, 12.5, 12.5, 6, 2, 19.84
SGD, 1, -9, 1, -9, 64, 2, 64, 2, 0.2. 0.2, 12.5, 12.5, 6, 3, 20.64
SGD, 1, -9, 1, -9, 64, 2, 64, 2, 0.2. 0.2, 12.5, 12.5, 6, 4, 13.78
SGD, 1, -9, 1, -9, 64, 2, 64, 2, 0.2. 0.2, 12.5, 12.5, 6, 5, 10.31
SGD, 1, -9, 1, -9, 64, 2, 64, 2, 0.2. 0.2, 12.5, 12.5, 6, 6, 10.22
SGD, 1, -9, 1, -9, 64, 2, 64, 2, 0.2. 0.2, 12.5, 12.5, 6, 7, 10.08
SGD, 1, -9, 1, -9, 64, 2, 64, 2, 0.2. 0.2, 12.5, 12.5, 6, 8, 10.11
SGD, 1, -9, 1, -9, 64, 2, 64, 2, 0.2. 0.2, 12.5, 12.5, 6, 9, 10.07
SGD, 1, -9, 1, -9, 64, 2, 64, 2, 0.2. 0.2, 12.5, 12.5, 6, 10, 9.92
SGD, 1, -9, 1, -9, 64, 2, 64, 2, 0.2. 0.2, 12.5, 12.5, 18, 1, 37.8
SGD, 1, -9, 1, -9, 64, 2, 64, 2, 0.2. 0.2, 12.5, 12.5, 18, 2, 11.74
SGD, 1, -9, 1, -9, 64, 2, 64, 2, 0.2. 0.2, 12.5, 12.5, 18, 3, 11.37
SGD, 1, -9, 1, -9, 64, 2, 64, 2, 0.2. 0.2, 12.5, 12.5, 18, 4, 11.36
SGD, 1, -9, 1, -9, 64, 2, 64, 2, 0.2. 0.2, 12.5, 12.5, 18, 5, 11.38
SGD, 1, -9, 1, -9, 64, 2, 64, 2, 0.2. 0.2, 12.5, 12.5, 18, 6, 11.35
SGD, 1, -9, 1, -9, 64, 2, 64, 2, 0.2. 0.2, 12.5, 12.5, 18, 7, 11.35
SGD, 1, -9, 1, -9, 64, 2, 64, 2, 0.2. 0.2, 12.5, 12.5, 18, 8, 11.35
SGD, 1, -9, 1, -9, 64, 2, 64, 2, 0.2. 0.2, 12.5, 12.5, 18, 9, 11.35
SGD, 1, -9, 1, -9, 64, 2, 64, 2, 0.2. 0.2, 12.5, 12.5, 18, 10, 11.35
SGD, 1, -9, 1, -9, 64, 2, 64, 2, 0.2. 0.2, 12.5, 12.5, 54, 1, 24.14
SGD, 1, -9, 1, -9, 64, 2, 64, 2, 0.2. 0.2, 12.5, 12.5, 54, 2, 17.14
SGD, 1, -9, 1, -9, 64, 2, 64, 2, 0.2. 0.2, 12.5, 12.5, 54, 3, 12.55
SGD, 1, -9, 1, -9, 64, 2, 64, 2, 0.2. 0.2, 12.5, 12.5, 54, 4, 10.76
SGD, 1, -9, 1, -9, 64, 2, 64, 2, 0.2. 0.2, 12.5, 12.5, 54, 5, 10.47
SGD, 1, -9, 1, -9, 64, 2, 64, 2, 0.2. 0.2, 12.5, 12.5, 54, 6, 10.17
SGD, 1, -9, 1, -9, 64, 2, 64, 2, 0.2. 0.2, 12.5, 12.5, 54, 7, 10.12
SGD, 1, -9, 1, -9, 64, 2, 64, 2, 0.2. 0.2, 12.5, 12.5, 54, 8, 10.1
SGD, 1, -9, 1, -9, 64, 2, 64, 2, 0.2. 0.2, 12.5, 12.5, 54, 9, 10.09
SGD, 1, -9, 1, -9, 64, 2, 64, 2, 0.2. 0.2, 12.5, 12.5, 54, 10, 10.01
SGD, 1, -9, 1, -9, 64, 2, 64, 2, 0.4. 0.4, 12.5, 12.5, 2, 1, 18.98
SGD, 1, -9, 1, -9, 64, 2, 64, 2, 0.4. 0.4, 12.5, 12.5, 2, 2, 14.9
SGD, 1, -9, 1, -9, 64, 2, 64, 2, 0.4. 0.4, 12.5, 12.5, 2, 3, 11.35
SGD, 1, -9, 1, -9, 64, 2, 64, 2, 0.4. 0.4, 12.5, 12.5, 2, 4, 11.35
SGD, 1, -9, 1, -9, 64, 2, 64, 2, 0.4. 0.4, 12.5, 12.5, 2, 5, 11.35
SGD, 1, -9, 1, -9, 64, 2, 64, 2, 0.4. 0.4, 12.5, 12.5, 2, 6, 11.35
