1, 45.59
2, 59.56
3, 66.05
4, 69.87
5, 79.59
6, 76.02
7, 80.55
8, 80.85
9, 79.99
10, 76.81
11, 79.34
12, 78.67
13, 81.32
14, 83.12
15, 81.47
16, 81.7
17, 77.48
18, 84.24
19, 84.58
20, 82.24
21, 84.38
22, 83.63
23, 83.46
24, 84.97
25, 83.44
26, 82.3
27, 82.43
28, 86.3
29, 83.02
30, 82.53
31, 86.69
32, 85.31
33, 86.92
34, 85.54
35, 83.55
36, 85.69
37, 82.73
38, 83.34
39, 83.05
40, 83.28
41, 81.07
42, 85.17
43, 82.63
44, 87.05
45, 87.36
46, 86.29
47, 82.93
48, 86.91
49, 85.97
50, 86.23
51, 86.24
52, 87.46
53, 86.3
54, 86.83
55, 88.17
56, 87.77
57, 86.49
58, 88.3
59, 87.85
60, 86.97
61, 83.93
62, 86.58
63, 88.54
64, 85.26
65, 79.13
66, 86.1
67, 88.01
68, 87.5
69, 87.46
70, 86.38
71, 88.11
72, 86.79
73, 86.65
74, 88.56
75, 85.1
76, 87.55
77, 86.87
78, 86.6
79, 84.57
80, 85.99
81, 87.03
82, 86.3
83, 89.49
84, 88.26
85, 88.12
86, 87.22
87, 88.87
88, 87.91
89, 86.79
90, 88.68
91, 87.36
92, 88.22
93, 84.33
94, 84.14
95, 88.89
96, 86.96
97, 86.76
98, 89.24
99, 87.4
100, 87.09
101, 88.02
102, 88.06
103, 86.08
104, 85.11
105, 88.94
106, 85.86
107, 88.56
108, 86.5
109, 84.31
110, 88.26
111, 89.84
112, 87.99
113, 82.48
114, 89.08
115, 85.79
116, 88.7
117, 89.55
118, 84.46
119, 87.42
120, 89.2
121, 87.69
122, 88.88
123, 88.01
124, 89.06
125, 89.66
