SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.2, 0.2, 0.2, 12.5, 12.5, 6, 2, 1, 4000, 0, 1, 0, 1, 53.51
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.2, 0.2, 0.2, 12.5, 12.5, 6, 2, 1, 4000, 0, 1, 0, 2, 76.85
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.2, 0.2, 0.2, 12.5, 12.5, 6, 2, 1, 4000, 0, 1, 0, 3, 81.64
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.2, 0.2, 0.2, 12.5, 12.5, 6, 2, 1, 4000, 0, 1, 0, 4, 85.57
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.2, 0.2, 0.2, 12.5, 12.5, 6, 2, 1, 4000, 0, 1, 0, 5, 84.22
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.2, 0.2, 0.2, 12.5, 12.5, 6, 2, 1, 4000, 0, 1, 0, 6, 84.19
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.2, 0.2, 0.2, 12.5, 12.5, 6, 2, 1, 4000, 0, 1, 0, 7, 87.75
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.2, 0.2, 0.2, 12.5, 12.5, 6, 2, 1, 4000, 0, 1, 0, 8, 86.6
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.2, 0.2, 0.2, 12.5, 12.5, 6, 2, 1, 4000, 0, 1, 0, 9, 87.59
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.2, 0.2, 0.2, 12.5, 12.5, 6, 2, 1, 4000, 0, 1, 0, 10, 88.37
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.2, 0.2, 0.2, 12.5, 12.5, 6, 2, 1, 4000, 0, 1, 0, 11, 83.75
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.2, 0.2, 0.2, 12.5, 12.5, 6, 2, 1, 4000, 0, 1, 0, 12, 89.37
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.2, 0.2, 0.2, 12.5, 12.5, 6, 2, 1, 4000, 0, 1, 0, 13, 88.2
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.2, 0.2, 0.2, 12.5, 12.5, 6, 2, 1, 4000, 0, 1, 0, 14, 88.68
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.2, 0.2, 0.2, 12.5, 12.5, 6, 2, 1, 4000, 0, 1, 0, 15, 87.67
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.2, 0.2, 0.2, 12.5, 12.5, 6, 2, 1, 4000, 0, 1, 0, 16, 86.99
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.2, 0.2, 0.2, 12.5, 12.5, 6, 2, 1, 4000, 0, 1, 0, 17, 82.87
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.2, 0.2, 0.2, 12.5, 12.5, 6, 2, 1, 4000, 0, 1, 0, 18, 89.78
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.2, 0.2, 0.2, 12.5, 12.5, 6, 2, 1, 4000, 0, 1, 0, 19, 89.17
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.2, 0.2, 0.2, 12.5, 12.5, 6, 2, 1, 4000, 0, 1, 0, 20, 87.73
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.2, 0.2, 0.2, 12.5, 12.5, 6, 2, 1, 4000, 0, 1, 0, 21, 89.11
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.2, 0.2, 0.2, 12.5, 12.5, 6, 2, 1, 4000, 0, 1, 0, 22, 89.51
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.2, 0.2, 0.2, 12.5, 12.5, 6, 2, 1, 4000, 0, 1, 0, 23, 89.29
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.2, 0.2, 0.2, 12.5, 12.5, 6, 2, 1, 4000, 0, 1, 0, 24, 88.15
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.2, 0.2, 0.2, 12.5, 12.5, 6, 2, 1, 4000, 0, 1, 0, 25, 87.23
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.2, 0.2, 0.2, 12.5, 12.5, 6, 2, 1, 4000, 0, 1, 0, 26, 89.79
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.2, 0.2, 0.2, 12.5, 12.5, 6, 2, 1, 4000, 0, 1, 0, 27, 88.31
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.2, 0.2, 0.2, 12.5, 12.5, 6, 2, 1, 4000, 0, 1, 0, 28, 88.09
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.2, 0.2, 0.2, 12.5, 12.5, 6, 2, 1, 4000, 0, 1, 0, 29, 86.7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.2, 0.2, 0.2, 12.5, 12.5, 6, 2, 1, 4000, 0, 1, 0, 30, 86.55
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.2, 0.2, 0.2, 12.5, 12.5, 6, 2, 1, 4000, 0, 1, 0, 31, 90.27
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.2, 0.2, 0.2, 12.5, 12.5, 6, 2, 1, 4000, 0, 1, 0, 32, 88.86
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.2, 0.2, 0.2, 12.5, 12.5, 6, 2, 1, 4000, 0, 1, 0, 33, 89.85
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.2, 0.2, 0.2, 12.5, 12.5, 6, 2, 1, 4000, 0, 1, 0, 34, 88.85
