1, 37
2, 53.52
3, 61.07
4, 69.89
5, 73.38
6, 60.51
7, 70.82
8, 75.23
9, 75.05
10, 71.09
11, 78.07
12, 73.64
13, 71.72
14, 81.27
15, 71.69
16, 72.12
17, 72.97
18, 80.74
19, 76.35
20, 75.85
21, 82.69
22, 77.73
23, 78.92
24, 77.55
25, 73.32
26, 74.92
27, 75.07
28, 82.64
29, 79.5
30, 73.27
31, 82.93
32, 73.3
33, 81.43
34, 80.55
35, 81.31
36, 82.28
37, 74.83
38, 80
39, 78.2
40, 78.81
41, 76.11
42, 84.51
43, 78.96
44, 85.22
45, 81.91
46, 81.35
47, 78.89
48, 76.7
49, 81.58
50, 83.17
51, 83.71
52, 83.68
53, 81.52
54, 82.66
55, 85.59
56, 80.46
57, 80.06
58, 83.93
59, 85.19
60, 77.56
61, 78
62, 81.04
63, 82.32
64, 82.18
65, 77.27
66, 77.58
67, 83.09
68, 81.42
69, 80.96
70, 79.35
71, 86.22
72, 83.4
73, 84.11
74, 84.56
75, 79.69
76, 81.09
77, 77.92
78, 81.85
79, 75.74
80, 79.47
81, 82.28
82, 81.87
83, 81.49
84, 83.06
85, 80.6
86, 82.03
87, 85.08
88, 77.5
89, 86.41
90, 86.81
91, 83.3
92, 84.34
93, 73.82
94, 78.63
95, 79.85
96, 78.35
97, 82.99
98, 85.32
99, 79.69
100, 81.12
101, 80.78
102, 82.87
103, 73.95
104, 79.54
105, 86.8
106, 83.94
107, 87.83
108, 79.93
109, 78.33
110, 85.53
111, 87.02
112, 84.58
113, 78.79
114, 85.81
115, 84.22
116, 83.42
117, 86.58
118, 81.4
119, 82.85
120, 86.54
121, 76.81
122, 84.63
123, 84.04
124, 83.75
125, 85.61
