SGD, 1, -9, 1, -9, 128, 2, 128, 2, 0.2. 0.6, 12.5, 12.5, 2, 1, 22.93
SGD, 1, -9, 1, -9, 128, 2, 128, 2, 0.2. 0.6, 12.5, 12.5, 2, 2, 15.9
SGD, 1, -9, 1, -9, 128, 2, 128, 2, 0.2. 0.6, 12.5, 12.5, 2, 3, 10.82
SGD, 1, -9, 1, -9, 128, 2, 128, 2, 0.2. 0.6, 12.5, 12.5, 2, 4, 10.43
SGD, 1, -9, 1, -9, 128, 2, 128, 2, 0.2. 0.6, 12.5, 12.5, 2, 5, 10.14
SGD, 1, -9, 1, -9, 128, 2, 128, 2, 0.2. 0.6, 12.5, 12.5, 2, 6, 10.1
SGD, 1, -9, 1, -9, 128, 2, 128, 2, 0.2. 0.6, 12.5, 12.5, 2, 7, 10.1
SGD, 1, -9, 1, -9, 128, 2, 128, 2, 0.2. 0.6, 12.5, 12.5, 2, 8, 10.13
SGD, 1, -9, 1, -9, 128, 2, 128, 2, 0.2. 0.6, 12.5, 12.5, 2, 9, 10.1
SGD, 1, -9, 1, -9, 128, 2, 128, 2, 0.2. 0.6, 12.5, 12.5, 2, 10, 10.11
SGD, 1, -9, 1, -9, 128, 2, 128, 2, 0.2. 0.6, 12.5, 12.5, 3, 1, 21.33
SGD, 1, -9, 1, -9, 128, 2, 128, 2, 0.2. 0.6, 12.5, 12.5, 3, 2, 11.88
SGD, 1, -9, 1, -9, 128, 2, 128, 2, 0.2. 0.6, 12.5, 12.5, 3, 3, 11.35
SGD, 1, -9, 1, -9, 128, 2, 128, 2, 0.2. 0.6, 12.5, 12.5, 3, 4, 11.35
SGD, 1, -9, 1, -9, 128, 2, 128, 2, 0.2. 0.6, 12.5, 12.5, 3, 5, 11.35
SGD, 1, -9, 1, -9, 128, 2, 128, 2, 0.2. 0.6, 12.5, 12.5, 3, 6, 11.35
SGD, 1, -9, 1, -9, 128, 2, 128, 2, 0.2. 0.6, 12.5, 12.5, 3, 7, 11.35
SGD, 1, -9, 1, -9, 128, 2, 128, 2, 0.2. 0.6, 12.5, 12.5, 3, 8, 11.35
SGD, 1, -9, 1, -9, 128, 2, 128, 2, 0.2. 0.6, 12.5, 12.5, 3, 9, 11.35
SGD, 1, -9, 1, -9, 128, 2, 128, 2, 0.2. 0.6, 12.5, 12.5, 3, 10, 11.35
SGD, 1, -9, 1, -9, 128, 2, 128, 2, 0.2. 0.6, 12.5, 12.5, 4, 1, 16.36
SGD, 1, -9, 1, -9, 128, 2, 128, 2, 0.2. 0.6, 12.5, 12.5, 4, 2, 18.36
SGD, 1, -9, 1, -9, 128, 2, 128, 2, 0.2. 0.6, 12.5, 12.5, 4, 3, 12.04
SGD, 1, -9, 1, -9, 128, 2, 128, 2, 0.2. 0.6, 12.5, 12.5, 4, 4, 11.33
SGD, 1, -9, 1, -9, 128, 2, 128, 2, 0.2. 0.6, 12.5, 12.5, 4, 5, 11.34
SGD, 1, -9, 1, -9, 128, 2, 128, 2, 0.2. 0.6, 12.5, 12.5, 4, 6, 11.35
SGD, 1, -9, 1, -9, 128, 2, 128, 2, 0.2. 0.6, 12.5, 12.5, 4, 7, 11.35
SGD, 1, -9, 1, -9, 128, 2, 128, 2, 0.2. 0.6, 12.5, 12.5, 4, 8, 11.35
SGD, 1, -9, 1, -9, 128, 2, 128, 2, 0.2. 0.6, 12.5, 12.5, 4, 9, 11.34
SGD, 1, -9, 1, -9, 128, 2, 128, 2, 0.2. 0.6, 12.5, 12.5, 4, 10, 11.41
SGD, 1, -9, 1, -9, 128, 4, 128, 4, 0.2. 0.6, 12.5, 12.5, 2, 1, 17.22
